Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice
93,30,FV,13595,Pave,Reg,HLS,AllPub,Corner,BrkSide,RRAn,Duplex,1.5Fin,10,2,1993,1972,Hip,MetalSd,89.0,CBlock,1366.0,753,1757,GasW,Y,2297,1045,1000,1,2,0,5,2,8,2,1,45.0,354,226,49,2008,1,359070.0195672519
94,70,RM,17803,Grvl,IR1,HLS,NoSewr,Inside,NAmes,Artery,1Fam,1.5Fin,7,8,1994,1978,Gambrel,VinylSd,311.0,PConc,1366.0,578,1240,Wall,Y,935,702,1107,1,1,1,3,1,9,2,0,76.0,372,126,85,2006,9,348017.83125449833
95,70,C,15971,Pave,IR3,Low,NoSewr,Inside,CollgCr,Feedr,Duplex,1.5Fin,9,9,1982,1996,Flat,Wd Sdng,351.0,CBlock,96.0,115,1758,GasW,Y,2075,1473,2845,2,2,2,2,2,10,1,1,728.0,136,279,4,2006,11,462361.0872291244
96,70,RL,14579,Pave,IR3,HLS,NoSewr,FR2,CollgCr,Artery,2fmCon,2Story,6,2,1980,1979,Gambrel,MetalSd,9.0,CBlock,1075.0,403,1946,GasA,N,1204,231,1721,1,3,1,1,2,4,2,0,168.0,178,20,47,2007,10,367695.4490131908
97,30,RH,8453,Pave,Reg,Low,NoSewr,CulDSac,NAmes,Norm,Duplex,2Story,3,7,1996,1987,Flat,MetalSd,86.0,BrkTil,174.0,201,97,GasW,N,738,185,3139,0,3,2,2,1,7,0,2,813.0,431,245,12,2006,4,403873.97207707935
98,50,RH,11675,Grvl,IR3,HLS,NoSewr,Corner,CollgCr,Artery,Twnhs,SLvl,7,5,1955,1976,Hip,VinylSd,249.0,PConc,1361.0,375,1479,Grav,Y,1565,325,3771,2,1,2,3,2,9,2,0,128.0,207,89,31,2009,2,431466.3612823889
99,70,FV,5955,Grvl,IR2,Lvl,NoSewr,Corner,NAmes,Feedr,Duplex,1Story,5,3,1983,1964,Gable,HdBoard,325.0,BrkTil,1376.0,249,530,GasW,Y,1233,1206,1682,1,3,2,1,2,10,1,3,712.0,432,5,66,2008,4,422521.0174135395
100,60,RM,11295,Pave,IR1,Low,AllPub,Corner,Edwards,Artery,1Fam,2Story,1,9,2002,2008,Hip,VinylSd,150.0,BrkTil,1414.0,445,1832,GasA,Y,2231,396,1385,2,3,2,5,1,7,2,1,707.0,401,265,78,2009,11,298745.45436983695
101,80,,6712,Grvl,IR3,Bnk,NoSewr,Corner,BrkSide,Norm,Duplex,SLvl,3,6,1963,1952,Gambrel,VinylSd,475.0,PConc,1138.0,953,537,GasW,N,1299,1426,2520,1,1,1,5,2,5,1,0,859.0,393,96,90,2006,5,320052.505919381
102,30,RM,9703,Grvl,IR3,Lvl,NoSewr,Corner,Edwards,Norm,1Fam,SLvl,5,1,1965,1959,Flat,Wd Sdng,112.0,CBlock,347.0,277,1051,Grav,N,509,1486,1308,0,2,2,5,2,8,2,0,267.0,468,149,90,2006,2,363107.9096939916
103,30,RL,11563,Grvl,Reg,Low,AllPub,Inside,OldTown,Artery,2fmCon,1Story,7,5,1992,1966,Gable,,29.0,PConc,0.0,111,1599,Wall,Y,1246,1440,804,2,3,0,4,1,7,1,0,599.0,370,79,29,2009,7,307600.4007732269
104,50,FV,14465,Grvl,IR2,Low,NoSewr,Inside,OldTown,Feedr,Duplex,1.5Fin,3,7,1961,1960,Gambrel,Wd Sdng,,PConc,62.0,962,1347,GasA,Y,2360,1225,3140,2,1,2,2,2,10,2,0,764.0,53,16,5,2007,3,324152.67463119567
105,30,FV,10631,Pave,IR3,Bnk,NoSewr,Inside,OldTown,Artery,2fmCon,SLvl,6,4,2019,1997,Gable,HdBoard,77.0,PConc,,842,1246,GasW,Y,1788,1088,1159,1,1,0,3,2,11,0,0,749.0,78,137,24,2006,8,348940.57737954776
106,30,RH,17003,Pave,Reg,Low,AllPub,CulDSac,NAmes,Feedr,2fmCon,SLvl,5,8,1968,1954,Gable,Wd Sdng,420.0,BrkTil,422.0,472,79,Grav,N,2104,955,1013,0,1,2,1,1,11,1,0,584.0,270,139,27,2009,4,251242.6782339546
107,70,RM,15817,Grvl,IR3,HLS,AllPub,FR2,CollgCr,RRAn,Duplex,SLvl,1,10,1990,2018,Gambrel,HdBoard,54.0,PConc,1042.0,745,562,GasA,Y,1968,554,2259,2,3,2,2,1,8,1,1,418.0,394,39,61,2009,12,342718.3294275759
108,50,RH,15574,Pave,Reg,Bnk,AllPub,Corner,Edwards,Feedr,1Fam,1.5Fin,10,5,2002,2013,Hip,HdBoard,479.0,PConc,30.0,687,1481,GasA,Y,638,732,3886,1,3,1,3,2,6,2,3,869.0,423,167,21,2008,11,556348.894016621
109,70,RM,14633,Grvl,Reg,Lvl,NoSewr,CulDSac,Edwards,RRAn,2fmCon,1.5Fin,6,9,1978,1963,Gambrel,HdBoard,304.0,PConc,844.0,391,613,Grav,Y,2390,1040,1362,0,2,2,4,2,6,2,3,,117,73,67,2007,5,384527.87560220226
110,80,RH,16171,Grvl,IR2,Lvl,AllPub,Corner,Edwards,Artery,2fmCon,1Story,8,9,2019,1999,Gambrel,VinylSd,,CBlock,632.0,968,175,GasW,N,1230,796,3612,0,2,2,3,2,11,2,0,160.0,367,73,14,2010,3,493621.789736222
111,90,C,14989,Pave,IR3,HLS,NoSewr,Inside,Edwards,Feedr,Duplex,2Story,1,9,2008,1975,Hip,Wd Sdng,104.0,CBlock,23.0,142,521,GasW,N,695,1206,844,0,2,1,2,1,6,0,1,57.0,105,49,25,2009,11,288342.5358421021
112,80,C,17582,Pave,IR2,Lvl,NoSewr,CulDSac,OldTown,RRAn,Duplex,1.5Fin,2,1,2013,2018,Flat,,171.0,CBlock,836.0,31,1772,GasW,Y,1597,390,3550,0,2,1,3,2,10,2,0,383.0,104,9,62,2008,5,435932.72113270074
113,90,C,17201,Pave,Reg,Low,NoSewr,Inside,Edwards,RRAn,Duplex,2Story,4,2,1973,1956,Gambrel,VinylSd,498.0,CBlock,982.0,180,1480,GasA,N,2138,43,1433,2,2,0,1,2,11,1,2,884.0,302,102,17,2010,9,337090.25433951494
114,70,,18042,Grvl,IR1,Low,NoSewr,Corner,CollgCr,RRAn,Duplex,2Story,2,3,1965,1965,Gable,HdBoard,21.0,BrkTil,1234.0,578,422,Wall,Y,1748,900,2235,2,2,1,4,1,7,2,3,802.0,117,298,72,2008,11,364977.68988940865
115,80,RL,6394,Pave,IR3,HLS,AllPub,Corner,OldTown,Norm,Duplex,1.5Fin,9,4,2001,2004,Gambrel,MetalSd,286.0,BrkTil,160.0,515,1123,GasA,Y,2158,481,2010,0,1,0,1,2,8,0,0,509.0,381,103,62,2008,2,383666.9485217659
116,50,C,17473,Grvl,IR1,Lvl,AllPub,FR2,Edwards,Artery,Twnhs,SLvl,10,10,1955,2005,Gambrel,VinylSd,,PConc,1278.0,797,1913,GasW,Y,1625,1286,2549,1,2,2,4,2,5,2,1,429.0,228,289,61,2007,7,465422.9514340186
117,20,FV,14461,Pave,IR3,Lvl,NoSewr,Corner,NAmes,RRAn,Duplex,1Story,8,9,1986,1953,Gable,MetalSd,104.0,BrkTil,113.0,268,1763,GasA,Y,763,1197,3508,1,3,0,4,2,7,2,3,339.0,147,279,67,2006,10,486212.4243303533
118,70,FV,9732,Pave,IR2,HLS,AllPub,Inside,BrkSide,Feedr,1Fam,2Story,8,10,1953,1997,Hip,HdBoard,148.0,CBlock,503.0,235,1426,Wall,N,1444,1464,3568,0,2,1,3,1,7,1,1,577.0,353,141,47,2007,8,485648.0841698508
119,90,RL,18579,Grvl,IR2,Bnk,NoSewr,Corner,BrkSide,RRAn,2fmCon,SLvl,4,6,1987,1966,Flat,MetalSd,271.0,PConc,954.0,276,575,GasA,Y,1419,565,1393,0,3,2,1,1,4,2,2,25.0,149,296,49,2010,3,321151.9013364504
120,60,C,8714,Grvl,IR2,Lvl,NoSewr,FR2,BrkSide,Norm,1Fam,1.5Fin,5,1,1990,1985,Flat,MetalSd,275.0,PConc,1243.0,552,1403,Grav,Y,660,219,2224,1,2,0,4,2,8,0,0,809.0,303,169,62,2007,11,343363.5639361955
121,90,C,5529,Grvl,IR2,Bnk,NoSewr,FR2,OldTown,Artery,1Fam,2Story,4,9,1963,2019,Gable,HdBoard,298.0,CBlock,356.0,632,530,GasW,N,1756,1417,3093,0,1,0,4,2,11,2,2,588.0,255,12,68,2006,4,444635.6919406513
122,60,C,16815,Grvl,IR2,Lvl,AllPub,Inside,Edwards,Norm,Twnhs,2Story,9,6,2000,1987,Hip,MetalSd,171.0,CBlock,168.0,274,331,GasW,Y,990,771,2726,0,1,0,3,1,9,2,3,797.0,81,156,5,2007,11,480033.31700324995
123,30,RH,19356,Grvl,IR1,Lvl,NoSewr,CulDSac,OldTown,Norm,Duplex,2Story,2,4,2014,2011,Gambrel,VinylSd,46.0,CBlock,968.0,742,1341,GasW,N,2310,1218,1656,2,3,2,2,2,10,1,0,371.0,15,173,57,2007,10,261007.16468643124
124,80,RM,7958,Grvl,IR2,Lvl,NoSewr,Corner,CollgCr,Norm,2fmCon,SLvl,8,4,2001,1997,Gambrel,MetalSd,113.0,BrkTil,241.0,815,652,GasA,Y,1269,408,2692,2,2,0,2,1,4,2,3,35.0,388,161,50,2007,2,442623.69866576325
125,60,RH,12904,Grvl,Reg,Lvl,AllPub,FR2,NAmes,Feedr,1Fam,SLvl,2,3,1979,1959,Gambrel,Wd Sdng,274.0,PConc,1398.0,85,1560,GasA,Y,810,470,1351,0,1,0,5,1,11,1,0,530.0,192,131,11,2009,10,234032.90209933755
126,90,RM,16106,Grvl,Reg,Low,AllPub,Corner,NAmes,Artery,Duplex,SLvl,1,7,2006,1985,Gambrel,VinylSd,303.0,CBlock,138.0,62,739,GasA,Y,2174,1370,842,0,1,1,5,1,5,1,1,789.0,210,27,94,2009,9,260189.43480395887
127,30,C,18081,Pave,IR1,Bnk,AllPub,Corner,BrkSide,Artery,Duplex,2Story,10,3,1979,1978,Gambrel,MetalSd,479.0,PConc,96.0,403,1112,GasW,Y,726,1485,3688,2,2,0,4,1,7,2,3,832.0,73,82,46,2007,3,521831.4836077471
128,20,C,8591,Grvl,IR3,Bnk,AllPub,CulDSac,BrkSide,Feedr,Twnhs,2Story,3,2,1991,1953,Gable,Wd Sdng,206.0,PConc,146.0,191,1627,GasA,N,772,1084,978,0,3,2,2,1,9,1,2,824.0,276,268,8,2006,9,298519.17719124554
129,50,RH,15339,Grvl,Reg,Lvl,NoSewr,FR2,BrkSide,Artery,Twnhs,1Story,9,10,1960,1993,Gambrel,Wd Sdng,452.0,BrkTil,1205.0,292,510,GasW,Y,1437,165,2280,2,3,1,4,2,6,1,2,266.0,60,250,6,2006,7,454129.852369425
130,50,,11895,Pave,IR3,Lvl,AllPub,Corner,Edwards,Norm,Twnhs,1Story,3,8,1976,2005,Gambrel,,394.0,PConc,1080.0,30,41,GasA,N,816,671,3382,2,3,2,1,1,9,2,1,793.0,460,105,28,2006,6,419961.0806357228
131,50,RM,17765,Grvl,IR1,Bnk,NoSewr,FR2,CollgCr,Artery,2fmCon,SLvl,9,4,1973,1991,Hip,MetalSd,462.0,CBlock,1065.0,329,884,GasW,N,2422,1174,1406,1,1,1,2,2,10,2,1,431.0,438,260,77,2006,11,421917.02357667714
132,60,FV,18910,Pave,IR3,Low,AllPub,Inside,CollgCr,Feedr,1Fam,SLvl,7,8,1988,1962,Gambrel,HdBoard,412.0,CBlock,865.0,657,1830,Grav,N,1609,110,1471,2,2,1,2,2,6,0,2,18.0,23,13,50,2008,12,383032.37623877113
133,20,RM,16561,Pave,IR3,HLS,AllPub,Inside,CollgCr,Norm,Twnhs,1.5Fin,10,1,1967,1995,Flat,Wd Sdng,241.0,PConc,542.0,106,1949,GasA,Y,790,548,1726,1,1,0,2,2,7,0,1,338.0,22,79,83,2007,11,409050.46465732926
134,60,RH,14131,Grvl,IR3,HLS,AllPub,Corner,CollgCr,Feedr,Twnhs,SLvl,1,5,1994,1982,Gable,HdBoard,300.0,PConc,691.0,870,1412,GasW,N,1992,1026,816,1,1,2,5,1,5,1,0,139.0,342,159,54,2007,3,255639.8824908272
135,80,RH,5525,Pave,IR3,Bnk,AllPub,FR2,BrkSide,RRAn,Twnhs,1Story,10,9,1961,1970,Gable,VinylSd,195.0,BrkTil,1025.0,621,80,Grav,N,1228,1036,1935,2,1,0,3,2,7,1,2,66.0,394,177,95,2008,11,417469.7334230358
136,60,RL,11477,Grvl,IR1,Lvl,AllPub,Corner,NAmes,Norm,1Fam,1Story,5,1,1998,2006,Gable,HdBoard,496.0,CBlock,1311.0,275,401,Grav,N,2394,1185,2438,0,1,1,3,2,10,2,3,823.0,430,154,58,2006,7,403707.02268040803
137,20,RH,5001,Pave,Reg,Lvl,AllPub,FR2,BrkSide,Norm,1Fam,1Story,9,4,1980,2018,Flat,,163.0,CBlock,1161.0,721,106,Wall,Y,2101,343,3673,2,2,0,5,2,5,0,2,529.0,257,34,55,2010,11,496950.33035911876
138,20,RL,5374,Pave,IR2,Low,NoSewr,FR2,CollgCr,Artery,Twnhs,2Story,3,6,1971,2019,Gambrel,HdBoard,175.0,PConc,903.0,650,1134,GasA,Y,2292,1472,3394,1,1,1,5,1,7,0,1,,197,258,21,2010,3,408018.4358427026
139,80,FV,15532,Pave,IR3,HLS,AllPub,CulDSac,BrkSide,Norm,Twnhs,2Story,9,10,1993,2016,Gable,HdBoard,342.0,PConc,729.0,597,1300,GasW,N,2170,331,1853,2,1,1,5,2,3,2,0,260.0,52,259,99,2008,11,380065.8283302101
140,20,RM,17197,Grvl,Reg,Low,AllPub,CulDSac,CollgCr,Feedr,Duplex,SLvl,5,8,2013,1997,Flat,HdBoard,270.0,PConc,1245.0,555,1237,Wall,N,1927,263,2015,2,3,2,3,1,4,2,3,623.0,138,134,17,2010,6,409769.7428273092
141,90,RM,16244,Grvl,Reg,HLS,AllPub,CulDSac,OldTown,Artery,Twnhs,1.5Fin,9,3,1974,1982,Hip,VinylSd,109.0,CBlock,,81,1766,GasA,Y,1950,82,3284,1,1,2,4,1,5,2,2,626.0,270,130,57,2009,8,487601.4700933459
142,20,RL,9648,Pave,IR1,Bnk,AllPub,Corner,NAmes,RRAn,2fmCon,1.5Fin,10,5,2000,1985,Gambrel,VinylSd,,PConc,616.0,63,1841,Grav,N,874,776,3026,2,2,2,5,2,3,2,2,677.0,200,80,39,2007,5,470961.4347827566
143,50,RM,7365,Pave,Reg,HLS,NoSewr,CulDSac,OldTown,Feedr,2fmCon,1.5Fin,6,7,1956,1982,Flat,HdBoard,450.0,BrkTil,403.0,889,505,GasA,N,2425,923,1415,2,1,2,4,2,11,0,3,578.0,395,58,88,2010,11,356587.1186232185
144,90,RH,6525,Grvl,IR1,Low,AllPub,CulDSac,Edwards,RRAn,Twnhs,2Story,9,1,1955,1980,Gambrel,HdBoard,351.0,BrkTil,507.0,929,1144,GasW,N,1066,333,3524,1,2,0,4,1,11,2,0,766.0,377,73,30,2009,11,466185.56562181417
145,90,C,19139,Grvl,IR3,Low,AllPub,Inside,BrkSide,RRAn,1Fam,1Story,7,7,1973,1970,Hip,Wd Sdng,201.0,PConc,1150.0,854,1157,Grav,Y,1367,1403,3481,0,2,2,1,1,7,2,1,581.0,378,238,55,2007,3,437815.2192439929
146,80,RL,17668,Pave,IR3,Low,AllPub,FR2,Edwards,RRAn,Duplex,1Story,7,8,1968,1976,Flat,VinylSd,167.0,BrkTil,1288.0,832,1841,Wall,N,1254,1242,3649,1,2,2,3,2,6,0,1,,163,128,34,2009,6,455712.3886465859
147,40,RM,6646,Pave,IR2,Bnk,AllPub,FR2,BrkSide,Norm,1Fam,2Story,8,8,1958,2011,Gambrel,MetalSd,101.0,BrkTil,1038.0,566,719,GasA,N,751,657,1111,1,3,2,4,2,7,2,1,202.0,91,137,25,2007,8,335723.09019230085
148,40,RL,5013,Grvl,IR2,HLS,NoSewr,CulDSac,OldTown,Feedr,Twnhs,1.5Fin,7,9,1985,1975,Flat,VinylSd,85.0,BrkTil,225.0,585,1985,GasA,Y,2056,453,2872,2,3,1,3,2,6,0,1,638.0,22,102,67,2007,10,475620.9356796389
149,20,RL,9599,Grvl,IR2,HLS,AllPub,FR2,CollgCr,Feedr,2fmCon,1.5Fin,9,6,1989,2015,Gable,MetalSd,141.0,BrkTil,983.0,884,1394,Wall,N,806,672,3218,1,1,1,3,2,7,0,3,409.0,410,8,83,2010,3,469316.41968434
150,90,,7278,Grvl,Reg,Low,NoSewr,Inside,CollgCr,Norm,Duplex,SLvl,9,6,1973,1961,Gambrel,Wd Sdng,446.0,BrkTil,864.0,128,256,GasA,Y,1953,740,1324,2,1,2,1,2,9,2,0,832.0,87,231,33,2008,12,337647.265121054
151,40,RH,19296,Grvl,IR3,HLS,AllPub,Inside,BrkSide,Artery,1Fam,SLvl,6,2,1997,1971,Flat,,336.0,CBlock,1128.0,255,1720,GasA,Y,1174,1112,3077,2,1,1,3,1,10,2,0,79.0,397,98,75,2010,11,402438.4646624359
152,40,RL,8155,Grvl,IR1,Lvl,NoSewr,CulDSac,CollgCr,RRAn,1Fam,1.5Fin,7,3,2012,1966,Gable,Wd Sdng,212.0,PConc,744.0,933,1821,GasA,Y,1367,332,3973,2,2,1,4,1,4,1,2,687.0,181,217,15,2006,11,490810.6430361345
153,20,RM,13321,Pave,IR2,Lvl,NoSewr,Inside,OldTown,Feedr,Twnhs,2Story,2,4,2018,1956,Hip,HdBoard,50.0,BrkTil,492.0,230,953,Grav,N,763,309,2273,1,2,0,2,1,6,1,2,112.0,354,236,41,2009,5,385446.1796725821
154,40,FV,8814,Grvl,IR1,Lvl,AllPub,FR2,CollgCr,Norm,Duplex,1.5Fin,9,4,2002,2017,Gambrel,VinylSd,111.0,PConc,318.0,496,1898,Grav,N,567,726,3225,1,2,1,4,1,10,0,0,622.0,282,221,4,2006,9,446362.2418579401
155,60,RL,18125,Pave,IR1,HLS,AllPub,Corner,OldTown,RRAn,2fmCon,SLvl,1,8,2003,1986,Gambrel,HdBoard,462.0,BrkTil,1242.0,136,1203,GasW,N,1630,1443,1687,2,1,0,4,1,9,0,2,820.0,20,167,60,2007,10,298166.05878517695
156,30,RL,8216,Grvl,IR2,Bnk,NoSewr,FR2,Edwards,Artery,Twnhs,1.5Fin,1,1,1991,1987,Hip,MetalSd,441.0,CBlock,1300.0,862,932,GasA,N,1923,353,2724,0,1,1,3,2,11,1,0,136.0,48,61,43,2010,10,373918.2816199545
157,80,C,16130,Pave,IR3,Bnk,NoSewr,Corner,OldTown,Artery,Duplex,2Story,3,10,1994,1960,Gable,MetalSd,270.0,CBlock,772.0,454,1071,GasW,N,2102,823,2807,0,1,2,4,1,7,0,3,644.0,189,9,34,2006,3,420022.78001682257
158,30,RH,17120,Grvl,IR2,Bnk,AllPub,CulDSac,NAmes,RRAn,1Fam,1Story,6,4,1963,1950,Hip,Wd Sdng,64.0,BrkTil,1364.0,912,1622,Grav,N,1722,1123,1261,1,1,1,2,2,8,1,3,883.0,204,233,90,2006,12,372760.4712256724
159,20,FV,15232,Grvl,IR1,Bnk,NoSewr,Corner,NAmes,Artery,Twnhs,2Story,5,4,1978,1974,Gambrel,VinylSd,343.0,BrkTil,451.0,354,896,GasA,N,1715,144,3212,2,3,1,3,1,10,2,1,839.0,455,86,0,2006,11,436416.73673771764
160,50,RM,13219,Pave,IR2,Lvl,NoSewr,Inside,NAmes,Feedr,1Fam,2Story,2,1,1955,1991,Flat,MetalSd,182.0,BrkTil,1392.0,623,18,GasW,N,1013,1033,2951,2,3,0,5,1,7,2,0,188.0,43,266,97,2007,2,338409.17466478335
161,80,FV,7113,Pave,IR1,Lvl,NoSewr,FR2,BrkSide,Feedr,1Fam,SLvl,9,3,1956,2001,Gable,Wd Sdng,331.0,CBlock,943.0,484,1069,GasA,Y,1268,1067,3982,1,3,2,4,2,11,2,3,276.0,491,203,42,2007,11,529562.3813399894
162,20,RM,14444,Grvl,IR1,Low,AllPub,Corner,BrkSide,Feedr,Twnhs,2Story,10,5,1986,1973,Gable,VinylSd,9.0,CBlock,847.0,819,450,GasA,N,941,1409,1227,0,1,0,4,1,6,0,0,736.0,299,240,31,2007,8,376374.9558855345
163,90,RH,9356,Grvl,IR2,HLS,NoSewr,FR2,BrkSide,Artery,Twnhs,2Story,4,6,2002,2002,Gable,VinylSd,493.0,PConc,1016.0,145,897,Wall,N,500,909,1268,1,3,2,1,1,10,2,2,102.0,127,55,62,2006,7,320794.6058932703
164,50,RM,15238,Grvl,Reg,HLS,NoSewr,CulDSac,OldTown,Feedr,Twnhs,SLvl,4,9,1967,2005,Hip,Wd Sdng,233.0,CBlock,1497.0,958,1079,GasW,Y,857,760,1814,1,3,2,5,1,5,0,0,106.0,481,109,32,2009,12,333533.2128023798
165,30,C,18760,Grvl,IR2,Bnk,NoSewr,CulDSac,BrkSide,Norm,Twnhs,SLvl,5,9,1987,2012,Hip,MetalSd,297.0,BrkTil,1213.0,32,740,Grav,N,1638,494,2404,2,1,0,5,1,7,2,1,574.0,188,48,94,2010,9,394770.37098728045
166,20,,10543,Grvl,Reg,Lvl,AllPub,Inside,Edwards,Feedr,Twnhs,1Story,8,9,2008,1957,Flat,MetalSd,243.0,PConc,883.0,259,1680,GasW,Y,1402,1192,1669,1,3,1,2,2,10,0,1,756.0,169,242,76,2010,4,350050.8783070458
167,90,C,9555,Pave,IR1,Bnk,AllPub,CulDSac,NAmes,Feedr,1Fam,1.5Fin,10,1,1950,2008,Flat,Wd Sdng,350.0,CBlock,418.0,86,1115,GasW,N,2123,641,3617,0,1,2,5,1,9,0,3,172.0,278,15,65,2007,3,500201.06820447784
168,80,C,17215,Pave,IR1,Low,NoSewr,Corner,OldTown,Artery,2fmCon,2Story,4,9,2017,1994,Gable,MetalSd,266.0,CBlock,864.0,842,81,GasW,N,1720,530,3527,1,1,1,1,1,3,1,2,844.0,200,72,29,2006,10,402354.46728506905
169,80,FV,17588,Grvl,Reg,HLS,AllPub,CulDSac,NAmes,Feedr,2fmCon,SLvl,5,8,1993,1976,Flat,Wd Sdng,117.0,BrkTil,788.0,947,736,Wall,Y,2127,1359,3652,2,1,0,2,1,6,1,2,330.0,384,201,9,2009,5,466434.67603702407
170,70,RH,12062,Pave,IR1,HLS,NoSewr,Inside,BrkSide,RRAn,Twnhs,1Story,4,2,1996,2001,Hip,MetalSd,143.0,PConc,494.0,264,78,GasA,Y,773,512,1685,0,2,0,5,1,4,1,0,,124,92,22,2008,11,361549.39424830634
171,90,RM,8374,Pave,Reg,Bnk,AllPub,FR2,OldTown,Norm,1Fam,1.5Fin,6,1,1984,1967,Flat,MetalSd,380.0,CBlock,1062.0,831,1685,Grav,N,1355,129,3408,2,1,0,2,1,4,0,2,190.0,291,136,96,2007,1,444956.3379896737
172,60,RM,11430,Pave,Reg,Low,AllPub,FR2,CollgCr,Artery,2fmCon,SLvl,3,1,2009,1965,Hip,Wd Sdng,200.0,CBlock,161.0,541,1896,Wall,Y,1517,1007,2073,1,3,0,5,1,9,1,1,669.0,310,32,38,2008,5,345696.250915711
173,40,C,8466,Grvl,IR1,HLS,NoSewr,CulDSac,Edwards,Norm,2fmCon,1.5Fin,8,6,2001,2015,Flat,Wd Sdng,238.0,BrkTil,120.0,391,282,Grav,N,1683,1273,1130,1,3,2,5,1,5,1,3,830.0,365,87,44,2010,3,401866.46909839433
174,50,C,8081,Pave,IR3,Low,AllPub,Corner,BrkSide,RRAn,2fmCon,1.5Fin,6,9,1957,1954,Gambrel,MetalSd,333.0,PConc,398.0,231,1334,Wall,N,672,733,2755,1,1,0,5,1,5,1,3,224.0,15,202,28,2010,1,443767.51291063137
175,90,RL,16970,Grvl,Reg,Low,AllPub,Inside,BrkSide,Artery,1Fam,2Story,10,7,1990,1952,Hip,Wd Sdng,402.0,PConc,1285.0,900,996,GasA,N,2068,946,1386,2,2,1,4,2,8,0,3,683.0,344,38,29,2009,3,393826.19641116314
176,70,RH,5629,Pave,IR2,Bnk,AllPub,Corner,Edwards,Artery,Twnhs,2Story,5,5,1952,2019,Gambrel,MetalSd,414.0,PConc,727.0,587,159,Grav,N,1981,1161,1000,1,2,1,5,2,8,0,2,,273,113,33,2009,5,355726.1517380099
177,40,FV,5269,Grvl,IR2,Lvl,NoSewr,Inside,Edwards,Feedr,Twnhs,SLvl,2,2,2018,1956,Hip,HdBoard,456.0,PConc,560.0,446,1339,GasW,N,1084,1298,1253,0,2,2,4,2,3,1,2,507.0,481,246,51,2008,5,318396.48484467727
178,40,RM,15831,Pave,IR1,Bnk,AllPub,CulDSac,CollgCr,Norm,Twnhs,1.5Fin,10,1,1963,1999,Flat,VinylSd,483.0,BrkTil,603.0,128,1900,Wall,N,1956,1001,1625,0,3,0,3,1,3,1,1,547.0,293,207,80,2010,10,387905.6873471052
179,20,RL,15185,Grvl,IR3,Lvl,AllPub,Inside,BrkSide,RRAn,Duplex,SLvl,10,2,1975,1963,Gambrel,VinylSd,436.0,CBlock,,270,1691,Grav,Y,1428,463,910,2,2,2,1,1,8,0,0,133.0,450,296,21,2009,12,340011.14844518335
180,40,RL,10724,Grvl,IR1,Low,NoSewr,Inside,BrkSide,RRAn,Duplex,SLvl,7,1,2019,1987,Flat,MetalSd,486.0,CBlock,539.0,88,1179,GasA,Y,980,140,3711,2,2,2,2,2,9,0,0,36.0,19,210,4,2009,8,469267.37780955754
181,60,RM,10897,Pave,IR3,Lvl,AllPub,CulDSac,NAmes,Artery,Duplex,1.5Fin,2,3,2007,1996,Hip,VinylSd,245.0,PConc,355.0,465,887,Grav,Y,954,1279,1707,2,1,2,2,2,11,1,3,92.0,18,58,10,2010,11,338782.2699157295
182,80,FV,16083,Grvl,Reg,Low,AllPub,Corner,OldTown,Feedr,1Fam,SLvl,1,6,1989,1982,Gambrel,,345.0,PConc,659.0,933,1737,Wall,N,695,881,2572,1,2,0,3,2,6,1,3,74.0,12,155,85,2010,1,413932.4158097641
183,70,RL,18149,Grvl,Reg,HLS,AllPub,CulDSac,OldTown,Artery,2fmCon,1.5Fin,7,8,2000,1992,Gable,Wd Sdng,7.0,PConc,431.0,169,467,GasA,Y,1295,455,2367,0,2,1,5,2,8,1,2,755.0,16,121,31,2006,7,443522.66681006347
184,40,RL,8432,Grvl,Reg,HLS,AllPub,Inside,NAmes,Artery,2fmCon,1.5Fin,5,3,1954,1978,Flat,HdBoard,151.0,CBlock,1088.0,127,1944,GasW,N,1098,433,2032,0,2,1,1,1,5,0,3,182.0,205,119,23,2009,5,392169.59554872965
185,20,RH,14472,Grvl,Reg,HLS,AllPub,CulDSac,OldTown,Artery,1Fam,1.5Fin,1,10,1981,2006,Hip,VinylSd,391.0,CBlock,,173,852,Wall,Y,1832,172,2880,0,1,2,3,2,6,1,1,716.0,29,296,10,2008,3,368332.1877275462
186,60,FV,11276,Grvl,IR2,Bnk,NoSewr,Inside,Edwards,Artery,1Fam,1.5Fin,4,9,1950,1954,Gambrel,VinylSd,210.0,PConc,562.0,948,461,Wall,N,2259,472,1354,2,1,2,3,1,11,0,1,458.0,469,61,10,2007,4,300779.1656054119
